authors,count
Jim Thompson/Stephen King,1
Stephen King/David Purdham,1
Sholom Aleichem/Frances Butwin,1
Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,1
Paule Marshall/Mary Helen Washington/Edwidge Danticat,1
Isaac Bashevis Singer/Saul Bellow,1
H.P. Lovecraft/China Miéville/S.T. Joshi,1
H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,1
H.P. Lovecraft/August Derleth/E. Hoffmann Price,1
Virgil/Rolfe Humphries,1
Homer/Andrew Lang,1
Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,1
Homer/Victor G. Ambrus/Nick McCarty,1
Homer/Allen Rogers Benner/Mark W. Edwards,1
Carolyn Keene/Walter Karig,1
Carolyn Keene/Russell H. Tandy/Sara Paretsky,1
Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,1
Dante Alighieri/C.H. Sisson/David H. Higgins,1
Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,1
Joseph Gallagher,1
Geoffrey Chaucer/V.A. Kolve/Glending Olson,1
Chris    Green/Chris Wright/Paul Douglas Gardner,1
Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,1
Pauline Francis/Jules Verne,1
Jules Verne/Caleb Carr/Jordan Stump,1
Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,1
Jules Verne/Agnes D. Kingston,1
Jules Verne/Herbert R. Lottman/Jacqueline Rogers,1
Jules Verne/George M. Towle/Bruce Sterling,1
Thomas Hardy/Robert Mezey,1
Thomas Hardy/Samuel Hynes,1
Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,1
Graham Hancock,1
James Hillman,1
Mike Kennedy/Carlos Meglia,1
Greg Cox/Len Wiseman/Kevin Grevioux,1
Lisa Unger,1
John A. Keel,1
David Deida/Lorrie Bortner,1
Reynolds Price/Mary Bess Engel,1
Paul Perry/Ken Babbs,1
Ken Kesey/Ron Bevirt,1
Jane Jeong Trenka/Julia Chinyere Oparah,1
Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,1
Audre Lorde,1
Ursula Hegi,1
William Shakespeare/Peter Hulme/William H. Sherman,1
Aimé Césaire/Richard Miller,1
William Shakespeare/Harold F. Brooks,1
SparkNotes/William Shakespeare,1
Michel de Montaigne,1
Amy L. Marsland,1
Carolyn Keene/Russell H. Tandy/Mildred Benson,1
Carolyn Keene/Mildred Benson,1
Roy Mottahedeh,1
Tom Brokaw,1
Ricardo Semler,1
Robert J. Ray/Bret Norris,1
Francis Meynell/John Julius Norwich/Francis Maynell,1
Lynn Setzer,1
Thomas Hardy/Margaret Drabble,1
SparkNotes/Brian  Phillips/William Shakespeare,1
William Shakespeare/René Weis,1
Christina Schwarz/Marie-Hélène Sabard,1
Donna Dale Carnegie,1
Charles Wheelan,1
Pavel Tsatsouline,1
Desmond Morris,1
Doug Lansky,1
Gail Godwin,1
P.D. Eastman/Adolfo Pérez Perdomo,1
T.S. Eliot,1
Frances Gies/Joseph Gies,1
Rohinton Mistry/Françoise Adelstain,1
Rosie Daley/Oprah Winfrey,1
William Shakespeare/Charles R. Forker,1
Ursula Hegi/John Collier/Francine Kass,1
Jane Austen/Deirdre Le Faye,1
Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch,1
Kim Wilson/Tom Carpenter,1
Ernest Hemingway/Donald Sutherland,1
Jeanne Sallade Criswell/Gary Carey,1
Paul Murray,1
Patti   Davis,1
Masaki Yamada/Yuji Oniki/Carl Gustav Horn,1
Nicholas Humphrey/Daniel C. Dennett,1
Douglas R. Hofstadter/Daniel C. Dennett,1
Sarah K. Herz/Donald R. Gallo,1
William Shakespeare/Burton Raffel/Harold Bloom,1
William Shakespeare/Philip Edwards/Robert Hapgood,1
William Shakespeare/Paul D. Moliken,1
William Shakespeare/G. Blakemore Evans/Thomas Moisan,1
William Shakespeare/Karin Jacobson/Sidney Lamb,1
Michael J. Mauboussin,1
Robbie Stamp/Paul Simpson,1
Greg Behrendt/Amiira Ruotola (-Behrendt),1
Gloria Naylor,1
Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,1
Eric H.F. Law,1
Al Ries/Laura Ries,1
Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,1
Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus,1
Robert E. Howard/Gregory Manchess/Patrice Louinet,1
Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,1
Victor Hugo/Norman Denny,1
Ted Dekker,1
Mark Hoppus/Anne Hoppus/Alex Gaskarth,1
Jane Austen/Hugh  Thomson,1
Karen Joy Fowler,1
Bethany Roberts/Doug Cushman,1
Janet S. Wong/Margaret Chodos-Irvine,1
James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,1
Nancy White Carlstrom/Lori McElrath-Eslick,1
Susan Oliver/Harry   Bates,1
Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,1
William    Jones,1
Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,1
Cody Goodfellow,1
Sam Johnson/Sandy Antunes,1
Sandy Petersen,1
Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,1
Jules Verne/Anthony Bonner,1
Jim Fergus,1
William Easterly,1
Mary Wollstonecraft Shelley/Susan J. Wolfson,1
Timothy Ferris,1
Ayn Rand/Robert Mayhew/Peter   Schwartz,1
Charles Dickens/Mary Gaitskill/Hablot Knight Browne,1
Charles Dickens/Gish Jen,1
Daniel Pool,1
Charles Dickens/Patricia Ingham/Hablot Knight Browne,1
Colleen Sexton,1
Philip Nel,1
Michael J. Lyons,1
Richard Matheson/Stanley Wiater/Jack Finney/George Clayton Johnson,1
Richard Matheson/Stephen King,1
Logan Swanson/Richard Matheson,1
Richard Matheson/Ray Bradbury,1
Richard Matheson/Mark Dawidziak,1
Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,1
Alice Dalgliesh/Marie Nonnast,1
Philippa Carr,1
Jennifer Crusie/Eileen Dreyer/Anne Stuart,1
Jennifer Crusie/Marina Mariasch,1
Jennifer Crusie/Leah Wilson/Gregory Stevenson,1
Jennifer Weiner/Eduardo García Murillo,1
Michelle Lovric,1
Reinaldo Arenas/Dolores M. Koch,1
Linda  Anderson,1
Keith Gray,1
Stephen Hawking/Leonard Mlodinow,1
David Filkin/Stephen Hawking,1
Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price,1
John Boslough,1
Stephen Hawking/Roger Penrose,1
Lawrence M. Krauss/Stephen Hawking,1
Phillip Glasier,1
Donna Freitas,1
Stephen Jay Gould/Paul McGarr/Oliver Sacks/Steven Rose,1
James B. Stiff/Paul A. Mongeau,1
Joseph Delaney,1
Jim Hougan,1
Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,1
Lauren Henderson/Chris Manby/Sarah Mlynowski/Jill A. Davis/Stella Duffy/Lisa Jewell/Marian Keyes/Sophie Kinsella/Adèle Lang/Carole Matthews/Anna Maxted/Megan McCafferty/Alisa Valdes/Isabel Wolff/Meg Cabot/Jessica Adams/Louise Bagshawe/Emily Barr/Jenny Colgan/Lynda Curnyn/Jennifer Weiner,1
Frank Herbert/Brian Herbert/Kevin J. Anderson,1
John C. Maxwell/Stephen R. Graves/Thomas G. Addington,1
Dave Lakhani,1
Louis E. Catron,1
Adam Ginsberg,1
Chris Malta/Lisa Suttora,1
Julia Wilkinson,1
Lucas Carlson/Leonard Richardson,1
Rob Orsini,1
Michael D. Lyman/Gary W. Potter,1
Lyman S. Spitzer Jr.,1
Michael D. Lyman,1
Rudyard Kipling/Christopher Corr,1
Rudyard Kipling/Charles R. Smith Jr.,1
William Shakespeare/Jacky Bratton,1
T.S. Eliot/Michael North,1
T.S. Eliot/Lawrence Rainey,1
T.S. Eliot/Mary Karr,1
Quentin W. Fleming/Joel M. Koppelman,1
Edwin Page,1
Aljean Harmetz,1
Andre Dubus/Todd Field,1
Paul A. Sabatier/Will Focht/Mark Lubell/Zev Trachtenberg/Arnold Vedlitz/Marty Matlock,1
Sara Zarr,1
Sharon Rose Wilson/Thomas B. Friedman/Shannon Eileen Hengen,1
Aristophanes/F.W. Hall/W.M. Geldart,1
Paul Anthony Cartledge,1
Raymond Chandler/Tom Hiney,1
Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,1
David McClung/Peter Schaerer,1
Arthur J. Roth,1
Louisa May Alcott/Scott McKowen,1
Louisa May Alcott/Paula Danziger,1
Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,1
William L. Simon,1
Davina Thomas,1
Vicki Constantine Croke/Vicki Constantine Croke,1
Donna M. Jackson,1
Charles Darwin/Michael T. Ghiselin,1
Charles Darwin/Richard Dawkins,1
Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould,1
Sophocles/Ruby Blondell,1
Sophocles/David Grene/Richmond Lattimore,1
Thomas Mann/John E. Woods,1
Stephen Mulhall/Adam Swift,1
Max Beerbohm,1
Elizabeth Mann/Alan Witschonke,1
John Patrick Diggins/Arthur M. Schlesinger Jr.,1
Richard Wilhelm/Cary F. Baynes/C.G. Jung,1
Anonymous/Alfred Huang,1
Anonymous/John Blofeld,1
Sarah Dening,1
Ian Edginton/D'Israeli,1
Sean O'Brien,1
Aristophanes/B.B. Rogers,1
Radcliffe G. Edmonds III,1
Aristophanes/Robert Mayhew,1
Stephen Briggs/Terry Pratchett,1
Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,1
Terry Pratchett/Ian Stewart/Jack Cohen,1
Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison,1
Terry Pratchett/Melvyn Grant,1
Geraldine McCaughrean/Scott M. Fischer,1
Peter Walsh,1
J.M. Barrie/Michael Hague,1
Spider Robinson,1
Maeve Binchy/Wendy Shea,1
Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,1
Judy Hall,1
Catherine de Zegher/Elisabeth Sussman,1
Dante Alighieri/Anthony M. Esolen,1
William C. Davis,1
J.G. Passarella,1
Julia Golding,1
John Eldredge,1
Jack London/Avi,1
Judy Sierra/Marc Brown,1
Charles P. Rubenstein,1
Damion Hunter,1
Avigdor Kahalani,1
Jonathan Parshall/Anthony Tully,1
Christopher Marlowe/David Wootton,1
Thomas Mann/T.J. Reed/H.T. Lowe-Porter,1
Jun'ichirō Tanizaki/Edward G. Seidensticker,1
Brian L. Weiss,1
Jun'ichirō Tanizaki/Paul McCarthy,1
Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,1
Jun'ichirō Tanizaki,1
Terry Pratchett/Stephen Briggs/Paul Kidby,1
Deb Stover,1
Peter Milligan/Mike Allred/Paul Pope,1
Murray Sayle/Charles Flowers/Elliott Erwitt,1
Bruce Campbell,1
Robert  Hamburger,1
Harold Coyle,1
Scott MacMillan/Katherine Kurtz,1
Marie McSwigan/Mary Reardon,1
Mark Harlan,1
Charles W. Sydnor Jr.,1
Peter Maurice Wright/Paul Greengrass,1
Sean McMullen,1
Louisa May Alcott/Elaine Showalter,1
Charles Dickens/Keith Cox/Cynthia Brantley Johnson,1
Charles Dickens/Simon Schama,1
James B. Stewart,1
Terry Brooks/Tony Westermayr,1
Lester del Rey/Terry Brooks,1
Bob Madgic/William L. Crary/Adrian Esteban,1
Dorothy Roberts,1
Caitlin Brennan,1
Keith Baker,1
Francine Patterson/Ronald H. Cohn,1
Barry Chubin,1
W.E.B. Griffin,1
Robert Fulghum,1
Richard Shenkman,1
Jonathan Ryder/Robert Ludlum,1
Larry Bond,1
Rick Hicks/Kathy Hicks,1
R.F. Laird,1
Radclyffe,1
Robert Stock,1
Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans,1
Mark Nesbitt,1
Jerry Seinfeld,1
Friedrich Dürrenmatt/John J. Neumaier/William Gillis,1
Robin Cook,1
Steve Allen,1
Jack Higgins,1
Chris Ryall/Gabriel Rodríguez/Clive Barker,1
"Brown, Son & Ferguson",1
Karen A. Bale,1
Ruth Stiles Gannett,1
Ciruelo Cabral,1
Stephanie Rowe,1
James A. Owen,1
Alan Cohen,1
Stephen Crane/James Dickey,1
Oliver Ho/Jamel Akib/Arthur Pober/Stephen Crane,1
Robert Jordan/Charles Keegan,1
SparkNotes/Mary Wollstonecraft Shelley,1
Mary Wollstonecraft Shelley/Anca Munteanu,1
Terry Brooks/George Lucas,1
Terry Brooks/Rosalie Guillaume,1
Terry Brooks/George Lucas/Regina Winter,1
Mary Walton,1
Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,1
Spencer Johnson,1
Joe Kelly/Doug Mahnke/Tom Nguyen,1
Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,1
Sabine C. Bauer,1
D.W. Buffa,1
Terri Blackstock,1
Marc Eliot,1
Starr Smith/Walter Cronkite,1
Michael Munn,1
John G. Fuller,1
Babette Rothschild,1
Norman Schwarzkopf/Peter Petre,1
James M. McPherson,1
Cecil Adams,1
Cecil Adams/Ed Zotti/Slug Signorino,1
Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies,1
Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,1
Alan Dean Foster/James Gurney,1
Ryūnosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi,1
Leil Lowndes,1
Lucille Colandro/Jared Lee/Skip Hinnant,1
Stephen Crane/Shelby Foote,1
Daniel  Wallace/Ryder Windham,1
James Luceno/Kerrie Dougherty/Simon Beecroft/Kristin Lund/Hans Jenssen/Richard Chasemore,1
Michael Littlefield,1
Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor,1
Daniel  Wallace/Mark Chiarello/Tommy Lee Edwards/John Van Fleet,1
Welles Hartley/Davide Fabbri/Christian Dalla Vecchia,1
Timothy Zahn,1
John Knoll/J.W. Rinzler,1
Gary Friedrich/Doug Moench/John Buscema/Mike Ploog/Val Mayerick,1
Theodore Roszak,1
Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing,1
Christopher Bram,1
R. Gary Patterson/Jay Fox,1
Harpo Marx/Rowland Barber,1
Joe Adamson,1
Ray McAllister/Vicki McAllister,1
Stephen J. Sansweet/Peter Vilmur,1
John Ostrander/Welles Hartley/Jan Duursema,1
Robin  Davis/Frankie Frankeny,1
Daniel  Wallace/Michael Sutfin,1
George Lucas/Donald F. Glut/James Kahn,1
Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring,1
David Levithan/Ryder Windham/Marc Cotta Vaz,1
John Ostrander/Jan Duursema,1
Sue William Silverman,1
Christopher Pike,1
Sandra Benítez,1
Linda Lay Shuler,1
Shauna Singh Baldwin,1
Maggie Shayne,1
Teresa Medeiros,1
James Luceno/David West Reynolds/Ryder Windham,1
W. Haden Blackman/Matt Fillbach/Shawn Fillbach/Ronda Pattison/Mike Kennedy/Stewart McKenney/Rick Lacy/Dan Jackson/Michael David Thomas/Joshua Elliott,1
Ron Marz/Jeremy Barlow/Brandon Badeaux,1
Brian Copeland,1
Black Elk/John G. Neihardt,1
Eric Flint/David Weber/Mercedes Lackey/Dave Freer/Andrew Dennis/Virginia DeMarce/Loren K. Jones/S.L. Viehl/Anette M. Pedersen/Jonathan Cresswell/Scott Washburn/Deann Allen/Mike Turner/Greg Donahue/Walt Boyes/Jody Dorsett/K.D. Wentworth,1
Eric Flint/Andrew Dennis,1
Tom Arnett/Dick Stivers/Don Pendleton,1
Johnny Cash/Patrick   Carr,1
John Ostrander/W. Haden Blackman,1
J.W. Rinzler/Peter  Jackson,1
W. Haden Blackman,1
Wesley Martin/Frankie Frankeny,1
Bonnie Burton/Matt Busch/Tom Hodges,1
Thomas Andrews/Scott Allie,1
W. Haden Blackman/Ian Fullwood,1
John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman,1
Simon Wells,1
Philip Norman,1
Alan Aldridge/The Beatles,1
Bruce Spizer,1
Chris Ingham,1
The Beatles,1
Peter     Brown/Steven Gaines/Anthony DeCurtis,1
Devin McKinney,1
John Ostrander/Jan Duursema/Dan Parsons,1
James Luceno/John Goodson/Robert E. Barnes,1
Terryl Whitlatch/Bob Carrau,1
Matthew Bortolin,1
Rob Williams/Michel Lacombe,1
Scott Allie/Ryan Benjamin/Curtis Arnold,1
Matthew Woodring Stover/George Lucas,1
Curtis Saxton/Hans Jenssen/Richard Chasemore,1
Maxwell Mackenzie,1
Meredith Daneman,1
Thomas Lewis/Fari Amini/Richard Lannon,1
Howard F. Lyman/Glen Merzer,1
J.R.R. Tolkien/Martin Shaw,1
Phyllis A. Bird,1
Nayantara Sahgal,1
Robert Todd Carroll,1
Michael Streissguth,1
Eric Bischoff/Jeremy Roberts,1
Amy Goldman Koss,1
Joseph Campbell/David Kudler,1
Joseph Campbell,1
Joseph Campbell/Bill Moyers,1
Bob Spitz,1
Geoff Emerick/Howard Massey/Elvis Costello,1
Norma Goldman/Jacob E. Nyenhuis,1
Ovid/J.H. Mozley/G.P. Goold,1
Ovid/Peter Green,1
Norma Goldman/Michael  Rossi,1
Michael C.J. Putnam,1
Charles Segal,1
Richard Johnsonbaugh/Martin Kalin,1
Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,1
Robert Kanigher/Bob Haney/Joe Kubert/Jerry Grandinetti,1
Joe Kubert,1
Mark Hertsgaard,1
Mark Lewisohn/Peter  Guzzardi,1
Keith Badman/Keith Badman,1
Peter J. Smith,1
Hunter Davies,1
Richard Buskin/Allan Kozinn,1
Stephen R. Covey/Jim Collins,1
Mark Crispin Miller,1
Charles Mackay,1
Martin S. Fridson/Charles Mackay/Joseph de La Vega,1
Gustave Le Bon/Charles Mackay,1
Arthur C. Clarke/Stephen Baxter,1
Bram Stoker/Richard Dalby,1
Alma Flor Ada/Leslie Tryon,1
Stan Hoig/Nick Eggenhofer,1
Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki,1
Sue Birtwistle/Sue Conklin/Susie Conklin,1
Jane Austen/Vivien Jones,1
Jane Austen/George Saintsbury/Hugh  Thomson,1
Jane Austen/Carol Howard,1
David  Roberts/Jon Krakauer,1
Ovid/Bernard Knox/Charles    Martin,1
Joan Holub/Lynne Avril Cravath,1
Edgar Allan Poe/J. Gerald Kennedy,1
Edgar Allan Poe/Gary Richard Thompson,1
Mine Yoshizaki,1
Lawrence Watt-Evans,1
Martha Heineman Pieper/William J. Pieper,1
Amy Tan/Joan Chen,1
Debra Marquart,1
Michael Syvanen/Clarence I. Kado,1
Gordon Bowker,1
Kristian Fraga,1
Miguel de Cervantes Saavedra/John Macklin,1
Paul Burrell,1
James Ellroy/Art Cooper,1
Nancy Bartholomew,1
Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,1
Loree Lough,1
Bob Blaisdell/Pat Ronson Stewart,1
Sarah Fielding/Candace Ward,1
Frederick K. Goodwin/Kay Redfield Jamison,1
Paul J. Mikol/Dean Koontz/F. Paul Wilson/Sheri S. Tepper/Ray Garton,1
Stephen M.R. Covey,1
Kim Newman,1
David Neiwert,1
William H. Keith Jr.,1
Elizabeth Lowell/Ann Maxwell,1
Ann Maxwell/Elizabeth Lowell,1
Joan Jonker,1
Jim  Murphy/John Manders,1
Tim LaHaye/Bob Phillips,1
Anya Seton,1
Joan Holub/Dana Regan,1
Frederick Douglass/Gregory Stephens/Peter J. Gomes,1
Frederick Douglass,1
Frederick Douglass/Henry Louis Gates Jr.,1
Frederick Douglass/Harriet Ann Jacobs/Kwame Anthony Appiah,1
Jean Van Leeuwen/James Watling/R.W. Alley,1
Jean Van Leeuwen/Ann Schweninger,1
H.P. Lovecraft/Peter Straub,1
H.P. Lovecraft/Joyce Carol Oates,1
H.P. Lovecraft/August Derleth/Robert Bloch,1
H.P. Lovecraft/Lin Carter,1
H.P. Lovecraft/Barbara Hambly,1
Pat Harrigan/Brian  Wood/Jeremy McHugh,1
H.P. Lovecraft/E. Hoffmann Price/Neil Gaiman,1
Carolyn Meyer/Carme Camps Monf,1
Monte Cook,1
Lewis B. Namier/James Joll,1
Bill Pittman/Todd W. Hall/Sara S./Todd W.,1
Elizabeth Knowles,1
Phil Brucato/Aaron Rosenberg,1
Charles Tandy/Raël/William Faloon/R. Michael Perry/Robin Hanson/Nick Bostrom/Robert A. Freitas Jr./Christopher J. Phoenix/Avatar Polymorph/Jim Yount,1
Laura Driscoll/Alisa Klayman-Grodsky/Eric     Weiner,1
Dave Aikins/Laura Driscoll,1
Richard Kern/Dian Hanson,1
Stephen Mulhall,1
Raymond T. McNally,1
Larry Young/Damian Couceiro/Kieron Dwyer,1
G. Edward White,1
William C. Dowling,1
James Robert Smith/Stephen Mark Rainey/Joel Lane/Gary Fry/John Morressy/Kealan Patrick Burke/Manly Wade Wellman/Fred Chappell/Charlee Jacob/F. Gwynplaine MacIntyre/Steve Rasnic Tem/Thomas F. Monteleone/Rick Hautala/Melanie Tem/Trey R. Baker/Ken Goldman/Vincent Starrett/Tom Piccirilli,1
Robert M. Price/Edward Pickman Derby/Peter Cannon/Stephen Mark Rainey/Lin Carter/Henry Kuttner/Ramsey Campbell/Thomas Ligotti/Richard L. Tierney/Gary    Myers/Donald R. Burleson/C.J. Henderson/Stephen Studach/John Glasby/Allen Mackey,1
Cynthia J. Arnson/I. William Zartman,1
Frederick Douglass/David W. Blight,1
Alice Dalgliesh/Helen Sewell,1
Susan Hill/John Lawrence,1
Aeschylus/Denys L. Page,1
Fyodor Dostoyevsky/Thomas R. Beyer Jr./Simon Vance,1
Jane Gardam,1
Gavin Baddeley/Dani Filth,1
Georges Bataille,1
William A. Cohen,1
Joan Aiken/Edward Gorey,1
Vella Munn,1
Charlotte Lyons/Mary Engelbreit/Barbara E. Martin,1
Mary Engelbreit/Leonard S. Marcus,1
Jason King,1
Donna Freitas/Jason Edward King,1
Mary Ashworth/H. Patricia Wakefield,1
David Wojnarowicz/James Romberger/Marguerite Van Cook,1
Geoffrey M. Bellman,1
Ricardo Piglia/Amanda Hopkinson,1
Ernesto Sabato,1
Augustine of Hippo/John E. Rotelle/Maria Boulding,1
Augustine of Hippo/Thomas Merton/Marcus Dods,1
Augustine of Hippo/Bruce Harbert/John E. Rotelle,1
Peter R.L. Brown,1
Augustine of Hippo/D.W. Robertson Jr.,1
Augustine of Hippo/Peter R.L. Brown/Frank Sheed,1
Lloyd P. Gerson,1
Bernard Taper,1
Beryl Markham/Mary S. Lovell,1
John W. Dean/Arthur M. Schlesinger Jr.,1
United Feature Syndication,1
Susan    Oliver,1
Shannon Hengen,1
Carson McCullers,1
John Waters,1
Mark Epstein,1
John D. Cox/David Scott Kastan/Stephen Greenblatt,1
Rosamunde Pilcher,1
William W. Johnstone,1
Jonathan  Andrews/Andrew Scull,1
Iain Crichton Smith/Isobel Murray,1
J.M. Barrie,1
Kate DiCamillo/Bagram Ibatoulline,1
Kate DiCamillo/Timothy Basil Ering,1
Stephen  Mansfield,1
Homer/Robert Fitzgerald,1
Daniel Pinchbeck,1
Daniel Pinchbeck/Lee Fukui,1
Daniel Duane,1
David A. Nadler/Robert B. Shaw/Marc S. Gerstein,1
William Shakespeare/Barbara A. Mowat/Paul Werstine/Michael Neill,1
Gwynne Forster/Donna Hill/Parry A. Brown,1
Jean Baudrillard/Emily Agar,1
Jean Baudrillard/Chris     Turner/George Ritzer,1
Jean Baudrillard/Julia Witwer,1
Salman Rushdie/Miguel Sáenz,1
Shayla Black,1
Lora Leigh,1
Rona Sharon,1
Kingdome 19,1
Melissa Kantor,1
Gregory Maguire/Dirk Zimmer,1
Gregory Maguire/Mechtild Sandberg-Ciletti,1
Nancy Tillman,1
Milan Trenc,1
Jane Austen/Claire Lamont/Ros Ballaster,1
SparkNotes/Ken Kesey,1
Elan Golomb,1
Woody Hochswender/Greg Martin/Ted Morino,1
Barbara W. Tuchman,1
Agatha Christie/Rosemary Leach,1
Carson McCullers/Kasia Boddy,1
F. Scott Fitzgerald/Arnold Gingrich,1
Thomas Hardy/Patricia Ingham,1
Toni Morrison/Slade Morrison,1
J. Scott Duvall/J. Daniel Hays,1
Alice Wong/Lena Tabori,1
Ray Bradbury/Ian  Miller,1
Jasmine C.M. Luk/Angel M.Y. Lin,1
Sinclair B. Ferguson,1
Steven Nadler,1
Frances Oliver,1
Suzanne Farrell/Toni Bentley,1
Katherine Hall Page,1
David E. Kaiser,1
Jack London/Wendell Minor,1
Jack London/Gary Paulsen,1
Jack London/Roger Dressler,1
Jack London/Alex Kershaw,1
Ray Bradbury/Alfredo Crespo,1
Georges Bataille/Mary Dalwood,1
Detlev J.K. Peukert/Richard Deveson,1
Ruth Rendell,1
Reginald Hill,1
Geraldine Pinch,1
Claudia Bishop,1
Jane Austen/Claire Lamont/James Kinsley,1
E.B. White/Garth Williams/Peter F. Neumeyer,1
