authors,count
Lennard Zinn/Todd Telander,1
June Casagrande,1
Tomo Matsumoto/Tomo Kimura,1
Ernest J. Gaines,1
Bill Cosby/Varnette P. Honeywood,1
Wally Lamb,1
Barron's,1
Aldous Huxley/Huston Smith/Jacqueline Hazard Bridgeman,1
Aldous Huxley/Michael Horowitz/Cynthia Palmer,1
Ryū Murakami/Stephen Snyder,1
Bob Dylan,1
Bob Dylan/Jonathan Cott,1
Michael Gray,1
Stephen Wright,1
Victor Villaseñor,1
Eiki Eiki/Sashiko Sato/Bambi Eloriaga,1
Arien Mack/Irvin Rock,1
John M. Hull/Oliver Sacks,1
Paul De Man/Wlad Godzich,1
Ellis Weiner/Barbara Davilman/Gabi Payn,1
Pearson Scott Foresman/William S. Gray,1
Chester Gould/Ashley Wood/Max Allan Collins,1
Philip K. Dick/Jonathan Lethem,1
Philip K. Dick/Lawrence Sutin,1
Susanna Clarke/Ana María de la Fuente,1
Tracy Chevalier/Marie-Odile Fortier-Masek,1
Christopher   Clark,1
Alma Flor Ada/Elivia Savadier,1
Ken Follett/David Tennant,1
John E. Upledger,1
Julia Child/Alex Prud'Homme,1
Steve Eddy,1
Richard Reeves,1
Oliver Sacks,1
Ken Mandelbaum,1
Halldór Laxness/James Anderson Thompson,1
Halldór Laxness/Magnus Magnusson/Jane Smiley,1
Halldór Laxness/Philip Roughton/Adam Haslett,1
Alistair MacLeod,1
Alice Munro/Margaret Atwood,1
Alice Munro/Susanna Basso,1
Thich Nhat Hanh/Arnold Kotler/Dalai Lama XIV,1
Mikal Gilmore,1
William Shakespeare/Stephen Orgel/A.R. Braunmuller/Russ McDonald,1
Rudolfo Anaya,1
Scott O'Dell/Tantoo Cardinal,1
Patricia McHugh,1
Neil Cole/Leonard Sweet,1
Anton Chekhov/Jack Coulehan/Robert Coles,1
Robert Coles/George Ford,1
Cole Porter/Robert Kimball/John Updike,1
Michael Spring/William Golding,1
Jacquelyn Mitchard,1
Lalita Tademy,1
Billie Letts,1
Sandra Hack Polaski,1
Ann Finding,1
Donald J. Sobol/Gail Owens,1
Qiu Xiaolong,1
Stendhal/Burton Raffel/Diane Johnson,1
Stendhal/Robert M. Adams,1
Robert Robinson/Jonathan Slevin,1
Mark Wigan,1
O. Henry/Bennett Cerf/Van H. Cartmell,1
Peggy Parish/Various,1
Michael Rabiger,1
Bill Nichols,1
Michael W. Dean,1
Mark Mazower,1
Leon Sciaky/Peter Sciaky,1
Mike Carey/Glenn Fabry/Neil Gaiman,1
Gaston Leroux/Margaret Jull Costa/Terry Hale,1
Alex Austin,1
Lord Dunsany/John Gregory Betancourt/Lin Carter,1
Lord Dunsany/Sidney H. Sime,1
William Morris/Michale W. Perry,1
Johann Wolfgang von Goethe/Peter Salm,1
Gotthold Ephraim Lessing,1
Mark Yarnell/Rene Reid Yarnell/Richard  Poe,1
Yochai Benkler,1
Ha Jin/季思聰,1
Adam Woog,1
Legs McNeil/Gillian McCain,1
Ian Glasper,1
David Weisman/Melissa Painter,1
Jean Stein/George Plimpton,1
J.D. Salinger/Rudolph F. Rau,1
J.D. Salinger/Eike Schönfeld,1
Donald J. Sobol/Leonard W. Shortall,1
Jerome Karabel,1
Norman L. Geisler,1
John Major Jenkins/Terence McKenna,1
Marco Polo/Howard Mittelmark/Milton Rugoff,1
John Marco,1
S.E. Hinton/Jodi Picoult,1
Betty  Smith,1
Wallace Stegner/Page Stegner,1
Wallace Stegner/Richard W. Etulain,1
Jane Austen/Pat Rogers,1
Ted Bader/Marilyn Bader,1
Stendhal/Gilbert Sale/Suzanne Sale/B.C.J.G. Knight/Jean Stewart,1
Stendhal/Richard Howard/Robert Andrew Parker,1
Stendhal/Roger Pearson/Margaret Mauldon,1
Lord Dunsany/Neil Gaiman,1
Lord Dunsany/S.T. Joshi,1
Robert Arthur/Alfred Hitchcock,1
Jane Austen/James Kinsley/Adela Pinch,1
Jane Austen/Prunella Scales,1
Jane Austen/Claudia L. Johnson,1
Edward Albee,1
Virginia Woolf/Mark Hussey,1
Virginia Woolf/Maureen Howard,1
Virginia Woolf/Jeanne Schulkind,1
Virginia Woolf/Susan Dick,1
Virginia Woolf/Leonard Woolf,1
Gertrude Stein,1
Kate Mosse,1
James Luceno,1
Jorge Luis Borges/James E. Irby/Donald A. Yates/André Maurois,1
Kate Mosse/Claudia Conde,1
R.C. Sproul,1
J. Torres/Eric  Kim,1
Margaret Johnson/Philip Prowse,1
Gary Chapman,1
Dan Brown/Raúl Amundaray,1
Dan Brown/Daniel Roche,1
Thomas J. Stanley/William D. Danko,1
Mike   Mason,1
Riki Anne Wilchins,1
H.G. Bissinger,1
Stephen Miller,1
Michka Assayas,1
David Lazar,1
Helena Grice/Tim Woods,1
Alexander  Walker,1
Alfred Hitchcock/Don Tothe,1
Robert A. Harris/Michael S. Lasky,1
Barry Hughart,1
Frank N. Magill,1
John Granger,1
Ann Granger,1
Günter Grass,1
Jude Fisher/Viggo Mortensen,1
Joyce Carol Oates/Barry Moser/Erhan Sunar,1
Lotte H. Eisner,1
Kerry Patterson/Joseph Grenny/Ron McMillan/Al Switzler/Stephen R. Covey,1
Robert Scoble/Shel  Israel,1
Margaret Shepherd/Penny Carter/Sharon Hogan,1
Margaret Atwood/Valerie Martin,1
James Lamar Roberts/Gary Carey,1
Peter Menzel/Faith D'Aluisio,1
David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,1
Mineko Iwasaki/Rande Brown,1
Margo Daly/David Leffman/Anne Dehne/Chris   Scott,1
Rough Guides/Jan Dodd/Mark Lewis/Ron Emmons,1
David Salo,1
Hugh    Miller,1
Jessica Snyder Sachs,1
Diane Mott Davidson,1
Poppy Z. Brite,1
Brian Sibley/J.R.R. Tolkien,1
The Harvard Lampoon/Henry N. Beard/Douglas C. Kenney,1
Stephen Rebello,1
Joanne Harris/Fran Warde,1
Georg Feuerstein/Roger Walsh,1
Audrey Niffenegger/William Hope/Laurel Lefkow,1
Audrey Niffenegger/Silvia Alemany,1
Arnold Rampersad,1
Haven Kimmel/Robert Andrew Parker,1
Henry Miller/Jiří Níl,1
Henry James/Patricia Crick,1
Jonathan  A. Goldstein/Anonymous,1
Anonymous/Jonathan  A. Goldstein,1
Witold Gombrowicz/Alastair Hamilton/Eric Mosbacher,1
Witold Gombrowicz/Bill Johnston,1
Dave Eggers/Roddy Doyle/McSweeney's Publishing,1
Laurel Thatcher Ulrich,1
Elizabeth  Davis/Suzanne Arms,1
Sheryl Feldman/Penny Armstrong,1
Gretchen Moran Laskas,1
Jan M. Kriebs/Carolyn L. Gegor,1
Wayne G. Hammond/Christina Scull,1
Brian Sibley,1
William M. Bass/Jon Jefferson,1
David Colbert,1
Tanya Remer Altmann/American Academy of Pediatrics,1
Kurt Vonnegut Jr./Daniel Simon,1
Alice   Miller/Ruth Ward,1
Alice   Miller,1
Spencer Johnson/Kenneth H. Blanchard,1
W. Chan Kim/Renée Mauborgne,1
Terry Moore,1
Georges Simenon/P.D. James/Geoffrey Sainsbury/David Watson,1
J.R.R. Tolkien/Brian Sibley/Michael Bakewell/Stephen  Oliver/Ian Holm/Michael Hordern/Robert Stephens/John Le Mesurier/Peter Woodthorpe/Gerard  Murphy/Hugh Dickson/Peter Vaughan/Peter Howell,1
Debbie Raleigh,1
Nick  Webb,1
Terry Jones,1
Douglas Adams/Christopher Cerf,1
Susan Nanus/Norton Juster,1
Harry G. Frankfurt,1
Abraham Lincoln/Michael McCurdy,1
B.K. Beckwith/Howard Brodie/Grantland Rice,1
Anne Tyler/Gemma Rovira,1
Dave Eggers/Christopher R. Howard/Jonathan Ames/Joe Meno/Eric Hanson,1
Herman Melville/Harrison Hayford/Merton M. Sealts Jr.,1
Richard Wright/Arnold Rampersad,1
Edmond Rostand/Eteel Lawson/Lowell Bair,1
Edmond Rostand/Anthony Burgess,1
Dante Alighieri/Robert Pinsky/Michael Mazur,1
Alexander C. Irvine,1
Dante Alighieri/Ronald L. Martinez/Robert M. Durling/Robert Turner,1
Katrina Kittle,1
Eric Hansen,1
Eric Carle,1
Don    Wood,1
Elinor J. Pinczes/Bonnie Mackain,1
Amitav Ghosh,1
Albert Einstein/Roger Penrose/Robert Geroch/David C. Cassidy,1
Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,1
J.K. Rowling/Gemma Rovira Ortega,1
Patricia Highsmith,1
Albert Camus/Carol Cosman/Orhan Pamuk,1
Albert Camus/Richard Howard/Jean Sarocchi,1
Albert Camus/Ellen Conroy Kennedy/Philip Thody,1
Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones,1
David Zane Mairowitz/Alain Korkos,1
Albert Camus/Philip Thody/Justin O'Brien,1
Simon Cleveland,1
Albert Camus/Robin Buss,1
Neil Gaiman/Andy Kubert/Richard Isanove/Peter Sanderson/Todd Klein,1
Michael H. Jackson,1
Danny Palmerlee/Carolyn McCarthy/Michael Grosberg/Lonely Planet,1
Robert Egan/Kurt Vonnegut Jr.,1
John Milton/John      Leonard,1
John Milton/Philip Pullman,1
John Milton/Gordon Teskey,1
Les Standiford,1
John Milton/Gustave Doré,1
Carole Nelson Douglas/Emma Merritt/Marilyn Campbell/Patricia Rice/Mary Balogh,1
Louis Sachar/Adam McCauley,1
Rex Pickett,1
Richard Dooling,1
Andre Dubus III/Fontaine Dollas Dubus,1
Mark Zwonitzer/Charles Hirshberg,1
Les Beletsky/Jon L. Dunn,1
National Geographic Society/Jon L. Dunn/Jonathan Alderfer,1
Anne Michaels,1
Barbara Haworth-Attard,1
Albert Einstein/Nigel Calder/Robert W. Lawson,1
Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,1
John Steinbeck/Richard Astro,1
Dava Sobel/William J.H. Andrewes/William J. H. Andrewes,1
Dava Sobel/Neil Armstrong,1
Rebecca Aberg/Jeanne Clidas,1
Michael   Barber,1
Harvey Pekar/Gary Dumm,1
Janet Wallach,1
Galadriel Waters/Astre Mithrandir,1
Yann Martel/Bianca Southwood,1
Jodi Cobb/Ian Buruma,1
Jane Haddam,1
Billy Mills/Nicholas Sparks,1
Nicholas Sparks/Maja Ueberle-Pfaff,1
Nicholas Sparks/Isabel Margelí,1
Joyce Carol Oates/Claude Seban,1
Laurie Halse Anderson,1
Laurie Halse Anderson/Mark Salisbury,1
Mary Downing Hahn,1
Gia Bathory Al Babel,1
Tess Uriza Holthe,1
Thad Carhart,1
Michael Wharton,1
Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,1
Kate Chopin/Sandra M. Gilbert,1
John Grigsby,1
Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,1
David Sedaris/Harry Rowohlt,1
Jerome K. Jerome/Jeremy Lewis,1
Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,1
Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,1
Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,1
Agatha Christie/Robert Welch Herrick,1
Agatha Christie/Rosalind Ayres,1
Agatha Christie/David Suchet,1
Agatha Christie/Hugh Fraser/David Suchet,1
Mary Westmacott/Agatha Christie,1
Queen Latifah/Frank Morrison,1
Jill Conner Browne,1
Catherine Gilbert Murdock,1
Eleanor Herman,1
Z.Z. Packer/María Pérez López de Heredia,1
Alexander McCall Smith/Marta Torent López de Lamadrid,1
Mark Dunn,1
Henry James/Jean Gooder,1
Henry James,1
Richard Preston,1
Judith Larner Lowry,1
Dale Carnegie/Dorothy Carnegie,1
Dale Carnegie/Stuart R. Levine/Michael A. Crom,1
Noah Eli Gordon,1
Noah Gordon/Elsa Mateo,1
Mark Haddon/Peter   Sutton,1
Isabel Allende/Robert Shekter/Panchita Llona,1
Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,1
Charles de Lint/Robin Wayne Bailey/Philip José Farmer,1
Colin Duriez/Brian Sibley,1
Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,1
Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,1
Sigmund Freud/Philip Rieff,1
Beverly Daniel Tatum,1
John Fowles,1
Tobias Churton,1
Elizabeth M. Butler,1
Peter Blegvad,1
Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,1
Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,1
John     Kay/John Einarson,1
Victor Skrebneski,1
Charles Osborne/Agatha Christie,1
Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,1
P.G. Wodehouse/Chris Miller,1
Dean Koontz/Ed Gorman,1
Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,1
Norton Juster/Jules Feiffer,1
William Andrewes,1
Gavin Menzies,1
Kristi Gold,1
Salman Rushdie/Paul Birkbeck,1
Steve McConnell,1
J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,1
Anthony Mcreavy,1
Scott Wetzler,1
Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,1
Donna Goldberg/Jennifer Zwiebel,1
Belva Plain,1
Jorge Luis Borges/Gordon Botherston/Peter Hulme,1
Jorge Luis Borges/Călin-Andrei Mihăilescu,1
Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,1
Michael E. Doyle,1
Brian  Doyle/Mary Miller Doyle,1
Arthur Conan Doyle/John M. Lynch,1
Yoshitaka Amano,1
John Milton/Christopher Ricks/Susanne Woods,1
John Milton/Merritt Y. Hughes/David Scott Kastan,1
Thomas Hobbes/Edwin M. Curley,1
Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,1
John Milton/John T. Shawcross,1
John Milton/Merritt Y. Hughes,1
J. Martin Evans,1
John Milton/Jonathan Goldberg/Stephen Orgel,1
Christopher Isherwood/William Caskey/Jeffrey Meyers,1
F. Scott Fitzgerald/Edmund Wilson,1
Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,1
Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,1
Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,1
Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,1
Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,1
Donald A. Mackenzie,1
Janna Levin,1
Jon Agar/Jon Turney,1
Brian Rotman,1
John Steinbeck/Susan Shillinglaw,1
New Scientist/Mick O'Hare,1
Gabriel García Márquez/Curt Meyer-Clason,1
Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.,1
Mark Bailey/Edward Hemingway,1
Sven Regener/John Brownjohn,1
Carlene Fredericka Brennen/Hilary Hemingway,1
John Milton/Roy C. Flannagan,1
Norton Juster/Leonard Baskin,1
Norton Juster/Chris Raschka,1
Eric Flint,1
Richard Brzezinski/Graham Turner,1
Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,1
Susan Kandel,1
Martin Millar/Neil Gaiman,1
Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,1
Judith A. Lansdowne,1
Daniel Quinn,1
Barbara Hambly,1
Ishmael Reed/Gérard H. Durand,1
Edwin A. Abbott/Rosemary Jann,1
Henry David Thoreau/Elizabeth Hall Witherell,1
Henry David Thoreau/Carl Bode,1
Henry David Thoreau/Barry M. Andrews,1
Verlyn Flieger,1
"David E. Smith (Turgon of TheOneRing.net, one of the founding members of this Tolkien website)/Verlyn Flieger/Turgon (=David E. Smith)",1
Paula S. Fass,1
Steven L. Layne,1
Sun Tzu/Samuel B. Griffith,1
Scott   Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones,1
Robert L. O'Connell/John    Batchelor,1
John Warry/Phillip de ste. Croix,1
Alec MacLellan,1
Willie Dixon/Don Snowden,1
James Gleick,1
Albert Camus/Stuart Gilbert,1
Emily Mann/Sarah L. Delany/A. Elizabeth Delany/Amy Hill Hearth,1
H.R. Giger/Kathi Christen/Adrienne Theimer/Ernst  Fuchs,1
Aleksandr Solzhenitsyn/H.T. Willetts,1
Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,1
Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,1
Mark Waid/Alex Ross/Elliot S. Maggin,1
Mark Waid/Mike Wieringo/Howard Porter,1
Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,1
Mark Waid/Mike Wieringo,1
Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,1
Mark Waid/Paco Medina,1
Jillian Hunter,1
Miguel de Cervantes Saavedra/John Ormsby,1
Michael Dorris,1
William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,1
William Faulkner/Grover Gardner,1
Ralph Ellison,1
H.G. Wells/Christopher Priest,1
Kate Jacobs,1
John  Diamond,1
Neal Stephenson/Jean-Pierre Pugi,1
Bram Stoker/Jan Needle/Gary Blythe,1
Edwin A. Abbott/Ian Stewart,1
Ian Stewart,1
Lynn Kurland,1
David Bowie/Mick Rock,1
Terry Lee Rioux,1
Michael K. Brett-Surman/Thomas R. Holtz Jr./Bob Walters,1
Bram Stoker/Charles Osborne,1
Bram Stoker/Nina Auerbach/David J. Skal,1
Arthur  Miller/Christopher Bigsby,1
Fred Anderson,1
George Gamow/Roger Penrose,1
George Gamow,1
Richard Hanley,1
Susan Ring/Kirk Albert Etienne,1
Robert L. Wolke/Marlene Parrish,1
Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,1
Julie Aigner-Clark,1
Richard B. Alley,1
James Baldwin/Toni Morrison,1
Willa Cather,1
Willa Cather/Alyssa  Harad,1
Antonia Juhasz,1
Kathleen Parkinson/F. Scott Fitzgerald,1
F. Scott Fitzgerald/Tim Robbins,1
F. Scott Fitzgerald/Alexander Scourby,1
Kate Maurer/F. Scott Fitzgerald/CliffsNotes,1
David A. Black/David Heinemeier Hansson,1
Sylvia Engdahl/Lois Lowry,1
Randall Kenan,1
Gary Oates/Robert Paul Lamb/Randy Clark,1
C.S. Lewis/Nadia May,1
Carl Sagan/Ann Druyan,1
Stephen Hawking/Gene  Stone,1
Stephen Hawking/Leonard Mlodinow/David Jou i Mirabent,1
Barton Zwiebach,1
Kip S. Thorne/Stephen Hawking/Frederick Seitz,1
Bram Stoker/Joseph Valente,1
Bram Stoker/Robert Whitfield,1
Anna Sewell/Scott McKowen,1
Anna Sewell/John         Green,1
Chris L. Demarest/Berlitz Publishing Company,1
Gertrude Chandler Warner/Charles Tang,1
Eleanor Clymer/Ursula Koering,1
Louisa May Alcott/Sarah Elbert,1
Louisa May Alcott/James Bernardin,1
Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque,1
Susan Ring/Anna Okabe,1
Susan Ring/Kelly Preston/Katie Nix,1
Albert Einstein/Hanoch Gutfreund,1
Elizabeth Moon,1
Ernest Hemingway/Charlton Heston,1
F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman,1
F. Scott Fitzgerald/Dave Page/Patricia Hampl,1
F. Scott Fitzgerald/Arnold Goldman/Richard Godden,1
Vijay Prashad/Howard Zinn,1
W.E.B. Du Bois/Robert Gregg,1
Cornel West,1
Lani Guinier/Stephen L. Carter,1
Richard Proenneke/John Branson,1
James L. Nelson,1
Margaret Atwood/Laurel Merlington,1
Rachel Klein,1
Maile Meloy,1
Richard P. Feynman/Raymond Todd,1
Emerson Eggerichs,1
Theodore L. Brown/H. Eugene LeMay Jr./Bruce E. Bursten,1
John W. Dettman,1
Douglas C. Giancoli,1
Paul M. Fishbane/Stephen Gasiorowicz/Stephen T. Thornton,1
Marguerite Henry/Wesley Dennis,1
Franz Kafka/Max Brod/Willa Muir/Edwin Muir,1
Franz Kafka/Nabum N. Glazer/John Updike,1
Franz Kafka/Breon Mitchell/Arthur H. Samuelson,1
Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso,1
Leo Tolstoy/Aylmer Maude/Nigel J. Cooper,1
Leo Tolstoy/Peter Constantine/Cynthia Ozick,1
John D. Fitzgerald/Mercer Mayer,1
Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars,1
Kate Chopin/Margo Culley,1
Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,1
Edith Wharton/Nina Bawden,1
Louisa May Alcott/Kerry A. Graves,1
William   Anderson/Dan Andreasen,1
Richard Bausch,1
Gary B. Nash,1
bell hooks/Shane W. Evans,1
Kelly McGrath Vlcek/CliffsNotes/John Steinbeck,1
Jon Meacham,1
Stephen Oppenheimer,1
Yona Zeldis McDonough/Nancy Harrison/Jill Weber,1
Harrison Edward Livingstone,1
Robert Dallek,1
Martin Gardner,1
Maki Murakami,1
Mikhail Bulgakov/Michael Karpelson,1
Elena N. Mahlow,1
Mikhail Bulgakov/Михаил Булгаков,1
Amir D. Aczel,1
Fyodor Dostoyevsky/Andrew R. MacAndrew/Ben Marcus,1
Judith M. Meloy,1
Marilyn Johnson,1
Franz Kafka/Max Brod/Joseph Kresh/Martin Greenberg,1
Jorge Luis Borges/Eliot Weinberger/John M. Fein/James E. Irby/Donald A. Yates,1
Jorge Luis Borges/Eliot Weinberger,1
Adolfo Bioy Casares,1
Tim Flannery,1
Kristiana Gregory,1
Melinda Long/David Shannon,1
M. John Harrison,1
Nora Roberts/Juan Larrea,1
Paul  Collins,1
David W. Mount,1
James Shreeve,1
Glen David Gold,1
Lisa Wheeler/Ponder Goembel,1
Charles A. Peek/CliffsNotes/Joseph Heller,1
Liza Dalby,1
John Steinbeck/Robert DeMott/Mick Wiggins,1
Bruce Coville/Kathryn Hewitt,1
William Shakespeare/Rex Gibson,1
William Shakespeare/Michael Sheen/Kate Beckinsale/Fiona  Shaw/Norman Rodway,1
Kevin D. Mitnick/William L. Simon/Steve Wozniak,1
George Stalk Jr./Rob Lachenauer/Robert Lachenauer/John  Butman,1
Raph Koster/Will Wright,1
Ian        Martin/Katie Elliott,1
Sei Shōnagon/Ivan Morris,1
Bill Richardson,1
Stanisław Lem/Michael Kandel/Daniel Mróz,1
Fyodor Dostoyevsky/Ergin Altay,1
Fyodor Dostoyevsky/Larissa Volokhonsky/Richard Pevear,1
Fyodor Dostoyevsky/Jonathan Franzen,1
A.D.P. Briggs/Leo Tolstoy/Fyodor Dostoyevsky,1
Fyodor Dostoyevsky/Constance Garnett,1
Fyodor Dostoyevsky/Jane Kentish,1
Denis Diderot/Leonard Tancock,1
Johann Wolfgang von Goethe/Deane B. Judd,1
Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,1
Leo Tolstoy/Anthony Briggs/Orlando Figes,1
Alistair Horne,1
Leo Tolstoy/Constance Garnett/A.N. Wilson,1
Leo Tolstoy/Orlando Figes/Anthony Briggs,1
Peter Turchin,1
Charles Dickens/Linda Jennings,1
Charles Dickens/Fred Kaplan,1
Charles Dickens/George Cruikshank/Jill Muller,1
Terry Breverton,1
P.G. Wodehouse/Tony Ring/Barry Day,1
P.G. Wodehouse/John Mortimer,1
Stephen King/David Palladini,1
Vladimir Nabokov/John Ray Jr.,1
Maurice Merleau-Ponty/Colin Smith,1
Dermot Moran,1
Robert Sokolowski,1
Martin Heidegger/Albert Hofstadter,1
Georg Wilhelm Friedrich Hegel/James Black Baillie,1
Don Ihde,1
Immanuel Kant/J.M.D. Meiklejohn,1
Immanuel Kant/Paul Guyer/Allen W. Wood,1
Immanuel Kant/Werner S. Pluhar/Patricia Kitcher/James W. Ellington,1
Immanuel Kant/Marcus Weigelt/F. Max Müller,1
Immanuel Kant/Humphrey Palmer,1
Jonathan Clements/Helen McCarthy,1
Peter Kreeft/Blaise Pascal,1
Denis Diderot/David Coward,1
Denis Diderot,1
Denis Diderot/Charles Coulston Gillispie,1
Anne K. Mellor,1
Edmund Spenser/Douglas Brooks-Davies,1
Friedrich Nietzsche/Richard T. Gray,1
Paul La Farge,1
Paul La Farge/Stephen Alcorn,1
Anaïs Nin/Rupert Pole/Gunther Stuhlmann,1
Deirdre Bair,1
Charlotte Brontë,1
Margaret Mitchell,1
Alice Randall,1
Thomas More/Clarence H. Miller,1
Thomas More/Paul Turner,1
Unknown/A.T. Hatto,1
François Rabelais/Thomas Urquhart/Pierre Le Motteux,1
François Rabelais/M.A. Screech,1
Friedrich Nietzsche/Walter Kaufmann,1
Polly Horvath,1
Bette Greene,1
Audrey Penn/Ruth E. Harper/Nancy M. Leak,1
Barbara Ann Brennan/Jos. A. Smith,1
Ben Carson/Cecil Murphey,1
Roméo Dallaire,1
Ian Caldwell/Dustin Thomason,1
Joscelyn Godwin,1
David Bjerklie,1
William Shakespeare/Robert S. Miola/Janet Adelman/Stephen Orgel/Peter Holland,1
William Shakespeare/Kenneth Muir,1
George H. Scherr/Richard Liebmann-Smith,1
Jerzy Kosiński/Tom Teicholz,1
Adam Rex,1
Mary Wollstonecraft Shelley/Margaret Brantley,1
Mary Wollstonecraft Shelley/J. Paul Hunter,1
Anderson Cooper,1
Michael Herr,1
Bentley Little,1
Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,1
Ian Whybrow/Deborah Allwright,1
Joanne Rocklin/Meredith Johnson,1
Christopher Marlowe,1
Christopher Marlowe/Robert Lindsey/Frank Romany,1
Christopher Marlowe/Eric Rasmussen/David Bevington,1
Edmond Rostand/Brian Hooker/Walter Hampden,1
William Shakespeare/Stanley Wells,1
Stephen  Booth,1
Theodore Taylor,1
Kate Summerscale/Joe Carstairs,1
Broughton Coburn/David Breashears/Tim Cahill,1
Reinhold Messner,1
Mary Gaitskill,1
Daphne du Maurier,1
Deborah Gregory/Paul Mantell,1
David Bodanis/Ralph L. Fowler,1
Catherine Marshall,1
Stuart M. Kaminsky,1
Doug McClelland/Ted Sennett,1
Mark Epstein/Charlie Conrad,1
Edmund Spenser,1
Virginia Woolf/Eudora Welty,1
Virginia Woolf/Anne Olivier Bell/Quentin Bell,1
Atul Gawande/Susanne Kuhlmann-Krieg,1
Judith Viorst/Richard  Hull,1
Ruby K. Payne,1
Chris  Williams/Sandy Petersen,1
Aidan Hartley,1
James Salter,1
Alfred Uhry,1
Sigmund Freud/Louis Menand,1
Sigmund Freud/James Strachey,1
Peter Watson,1
Merlin Donald,1
William Faulkner/Malcolm Cowley,1
Marcel Proust/Mark Treharne/Christopher Prendergast,1
Marcel Proust/Christopher Prendergast/John Sturrock,1
Marcel Proust/Ian Patterson/Christopher Prendergast,1
Marcel Proust/Lydia Davis/Christopher Prendergast,1
Alistair McCallum/William Shakespeare,1
Lauren Bacall,1
Joe Simpson,1
Ronlyn Domingue,1
Robert B. Parker/David Dukes,1
Italo Calvino/William Weaver,1
Italo Calvino/Patrick Creagh,1
Richard Freeborn,1
William Hubben,1
Mikhail Bakhtin/Caryl Emerson,1
Fyodor Dostoyevsky/Constance Garnett/Elizabeth Dalton,1
